Year,Month,Immature ,Mature
2011,10,46,767
2011,10,75,1061
2011,10,90,2686
2011,10,93,799
2011,10,47,1411
2011,10,32,425
2011,10,4,67
2011,10,4,6
2011,10,113,3454
2011,10,181,4989
2011,10,91,788
2011,10,51,683
2011,10,1,6
2011,10,25,645
2011,10,47,256
2011,10,8,177
2011,10,2,261
2011,10,295,1023
2011,10,1,17
2011,10,0,15
2011,10,3,51
2011,10,34,95
2011,10,0,1
2011,10,0,2
2011,11,1,77
2011,11,0,104
2011,11,1,90
2011,11,3,19
2011,11,0,84
2011,11,59,983
2011,11,48,685
2011,11,44,1311
2011,11,53,453
2011,11,12,374
2011,11,17,218
2011,11,5,80
2011,11,24,42
2011,11,10,321
2011,11,136,3757
2011,11,95,824
2011,11,188,2503
2011,11,21,521
2011,11,159,873
2011,11,24,505
2011,11,2,54
2011,11,0,9
2011,11,8,82
2011,11,172,597
2011,11,1,19
2011,11,1,11
2011,11,2,5
2011,11,2,4
2011,12,2,95
2011,12,0,17
2011,12,1,16
2011,12,2,110
2011,12,0,23
2011,12,2,694
2011,12,38,637
2011,12,21,296
2011,12,20,606
2011,12,51,436
2011,12,10,317
2011,12,9,124
2011,12,4,68
2011,12,3,6
2011,12,0,4
2011,12,19,578
2011,12,41,1118
2011,12,154,1334
2011,12,135,1793
2011,12,7,183
2011,12,68,375
2011,12,11,239
2011,12,2,50
2011,12,1,92
2011,12,78,746
2011,12,1310,4544
2011,12,5,142
2011,12,2,107
2011,12,9,151
2011,12,19,54
2011,12,0,43
2011,12,0,10
2012,1,0,3
2012,1,0,42
2012,1,0,0
2012,1,17,321
2012,1,0,54
2012,1,0,0
2012,1,0,579
2012,1,76,685
2012,1,14,196
2012,1,27,751
2012,1,24,217
2012,1,42,874
2012,1,312,121
2012,1,0,0
2012,1,0,62
2012,1,16,316
2012,1,4,734
2012,1,45,1281
2012,1,13,385
2012,1,42,563
2012,1,32,29
2012,1,0,9
2012,1,3,104
2012,1,135,1394
2012,1,20,381
2012,1,3,154
2012,1,201,145
2012,1,3,43
2012,1,5,756
2012,1,25,781
2012,1,3,166
2012,1,0,29
2012,1,12,220
2012,1,3,16
2012,1,5,158
2012,1,0,4
2012,1,1,206
2012,2,0,15
2012,2,0,2
2012,2,6,122
2012,2,0,22
2012,2,0,0
2012,2,0,9
2012,2,0,3
2012,2,0,209
2012,2,18,167
2012,2,27,381
2012,2,22,608
2012,2,6,56
2012,2,1,22
2012,2,2,30
2012,2,1,203
2012,2,18,517
2012,2,2,60
2012,2,3,48
2012,2,2,74
2012,2,122,1262
2012,2,23,429
2012,2,2,112
2012,2,1,1
2012,2,4,689
2012,2,27,868
2012,2,3,197
2012,2,1,252
2012,2,7,138
2012,2,36,173
2012,2,8,257
2012,2,0,0
2012,2,0,0
2012,2,4,1581
2012,2,0,31
2012,3,0,15
2012,3,0,54
2012,3,41,371
2012,3,6,91
2012,3,0,56
2012,3,9,248
2012,3,0,20
2012,3,1,19
2012,3,3,92
2012,3,18,185
2012,3,0,9
2012,3,0,23
2012,3,0,0
2012,3,15,3212
2012,3,210,3635
2012,3,8,1312
2012,3,11,359
2012,3,1,35
2012,3,0,70
2012,3,7,132
2012,3,3,23
2012,3,0,266
2012,3,52,1392
2012,3,54,259
2012,3,4,132
2012,4,0,157
2012,4,2,394
2012,4,0,21
2012,4,7,498
2012,4,24,1620
2012,4,3,1418
2012,4,2,375
2012,4,1,54
2012,4,1,14
2012,4,0,14
2012,4,11,1598
2012,4,55,2838
2012,4,13,1433
2012,4,1,125
2012,4,0,4
2012,4,0,10
2012,4,0,0
2012,4,0,484
2012,4,21,1111
2012,4,3,558
2012,4,0,2
2012,5,0,0
2012,5,0,218
2012,5,0,31
2012,5,1,21
2012,5,1,97
2012,5,2,152
2012,5,1,707
2012,5,1,296
2012,5,0,5
2012,5,1,201
2012,5,35,1803
2012,5,5,521
2012,5,0,34
2012,5,0,129
2012,5,77,4077
2012,5,5,803
2012,5,1,29
2012,6,0,0
2012,6,3,20
2012,6,0,52
2012,6,0,14
2012,6,0,3
2012,6,1,94
2012,6,1,52
2012,6,0,204
2012,6,1,133
2012,6,0,19
2012,6,1,111
2012,6,3,139
2012,6,3,320
2012,6,3,652
2012,6,0,3
2012,6,2,100
2012,6,1,225
2012,6,0,6
2012,6,0,5
2012,7,0,0
2012,7,0,5
2012,7,0,3
2012,7,0,2
2012,7,0,4
2012,7,0,50
2012,7,0,36
2012,7,0,9
2012,7,1,44
2012,7,1,111
2012,7,0,4
2012,7,0,5
2012,7,1,242
2012,7,5,207
2012,7,0,12
2012,7,0,3
2012,7,0,61
2012,7,0,478
2012,7,2,140
2012,7,0,0
2012,8,8,3
2012,8,1,57
2012,8,0,14
2012,8,1,49
2012,8,0,1
2012,8,0,2
2012,8,0,3
2012,8,0,23
2012,8,4,131
2012,8,5,298
2012,8,1,94
2012,8,1,6
2012,8,0,27
2012,8,0,6
2012,8,0,11
2012,8,0,14
2012,8,0,53
2012,8,0,4
2012,8,0,205
2012,8,2,112
2012,9,0,25
2012,9,1,165
2012,9,1,47
2012,9,3,243
2012,9,2,154
2012,9,0,43
2012,9,0,13
2012,9,0,18
2012,9,6,206
2012,9,0,7
2012,10,0,37
2012,10,0,28
2012,10,0,12
2012,10,1,26
2012,11,0,19
2012,11,5,135
2012,11,1,56
2012,11,1,55
2012,12,0,31
